"datePosted","validThrough","data_id","title","data_slug","data_url","data_search","jobLocation","directApply","baseSalary","employmentType","industry","jobLocationType","applicantLocationRequirements","occupationalCategory","workHours","hiringOrganization","description","jobBenefits","applyLink","tags","skills"
"2024-07-11T13:01:41+00:00","2024-10-09T13:01:41+00:00","843413","Sales Development Representative @ HR Tech Company","remote-sales-development-representative-hr-tech-company-glencoco-843413","/remote-jobs/remote-sales-development-representative-hr-tech-company-glencoco-843413","Glencoco Sales Development Representative @ HR Tech Company {","[{""address"":{""lastArrayI"":""1"",""count"":3,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}},{""address"":{""lastArrayI"":""2"",""count"":3,""@type"":""PostalAddress"",""addressCountry"":""United Kingdom"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}},{""address"":{""lastArrayI"":""3"",""count"":3,""@type"":""PostalAddress"",""addressCountry"":""Canada"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":20000,""maxValue"":80000,""unitText"":""YEAR""}}","CONTRACTOR","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":3,""@type"":""Country"",""name"":""United States""},{""lastArrayI"":""2"",""count"":3,""@type"":""Country"",""name"":""United Kingdom""},{""lastArrayI"":""3"",""count"":3,""@type"":""Country"",""name"":""Canada""}]","Sales Development Representative @ HR Tech Company","Flexible","{""@type"":""Organization"",""name"":""Glencoco"",""url"":""https://remoteok.com/glencoco"",""sameAs"":""https://remoteok.com/glencoco"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteOK.com/assets/img/jobs/ee0e4d54a9207de415cada393f172adc1720702901.png""}}","<p>Glencoco is hiring a fractional SDR for it's client, a VC backed, B2B HR Tech company.<br /></p><p>Our client has launched their outbound sales campaign on the Glencoco marketplace and are looking for Fractional SDRs to book meetings and earn commissions per qualified meeting booked.</p><p>The <em>client</em> has uploaded a high quality, mobile enriched leads list of their ICP and, if you are a fit, you can flexibly dial into the leads list using Glencoco's AI enabled dialer and setting meetings for the client and getting paid per qualified meeting!</p><p>This job is perfect for digital nomads who have SDR/BDR/AE experience or any kind of B2B sales experience, and are looking to make money while working online part-time.</p><p><br />Eligibility Requirements:<br />- US, UK or Canadian Citizen<br /><br />- Must have graduated from a university.<br /><br />- Must be comfortable communicating via email or phone conversations in a professional, eloquent manner.<br /><br />- You have 3+ y
 Apply now and work remotely at Glencoco","🎅 We hire old (and young)","/l/843413","[""Sales"",""SaaS"",""Outbound Sales""]","[""Sales"",""SaaS"",""Outbound Sales""]"
"2024-07-11T09:45:00+00:00","2024-10-09T09:45:00+00:00","843213","Full stack Engineer PHP Symfony React MongoDB","remote-full-stack-engineer-php-symfony-react-mongodb-i6-843213","/remote-jobs/remote-full-stack-engineer-php-symfony-react-mongodb-i6-843213","i6 Full stack Engineer PHP Symfony React MongoDB {","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":60000,""maxValue"":100000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Full stack Engineer PHP Symfony React MongoDB","Flexible","{""@type"":""Organization"",""name"":""i6"",""url"":""https://remoteok.com/i6"",""sameAs"":""https://remoteok.com/i6"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteOK.com/assets/img/jobs/7e6361c9833ab4ad9ded3060306c0a2b1720691100.png""}}","<p><strong>Full stack Software Engineer</strong> -£ Competitive - LOCATION / REMOTE  Essential skills: PHP/Symfony/React/MongoDB </p><p>Benefits:</p><p>• Private health insurance</p><p>• Cash plan</p><p>• 25 days holiday (with ability to buy/sell an additional 5 days p.a.) &amp; your Birthday off</p><p>• Enhanced Pension Contribution - 5%</p><p>• Apple MacBook Setup</p><p>• Hybrid OR Remote First Working, with the requirement to attend quarterly events at our offices in either Farnborough, Manchester or our Birmingham hubs, so you could be based pretty much anywhere in the UK/Europe.</p><p><strong>Opportunity</strong></p><p>The Senior Full Stack Software Engineer works in Agile teams to design, build and maintain platform enhancements using technology and framework such as Symfony and React. This role collaborates closely with other Developers, Designers, Testers, and Product Owners to ensure the successful deployment of effective product solutions that align with the co
 Apply now and work remotely at i6",,"/l/843213","[""Developer"",""JavaScript"",""React"",""PHP"",""Mongo"",""Symfony""]","[""Developer"",""JavaScript"",""React"",""PHP"",""Mongo"",""Symfony""]"
"2024-07-10T19:11:05+00:00","2024-10-08T19:11:05+00:00","843060","Blockchain Research Analyst","remote-blockchain-research-analyst-flipside-crypto-843060","/remote-jobs/remote-blockchain-research-analyst-flipside-crypto-843060","Flipside Crypto Blockchain Research Analyst","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":90000,""maxValue"":180000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Blockchain Research Analyst","Flexible","{""@type"":""Organization"",""name"":""Flipside Crypto"",""url"":""https://remoteok.com/flipside-crypto"",""sameAs"":""https://remoteok.com/flipside-crypto""}","

Flipside is a commercialization engine that powers blockchain growth. We activate 110,000+ analysts to produce insights, drive narratives, and transact, building emotional connection and a strong and active community that supports token price and chain growth. We make that possible by curating best-in-class data and making that data available entirely for free. Founded in 2017, Flipside works with partners such as Solana, Near, Flow, Avalanche, SEI, Aptos, Blast, Vertex. The company is backed by leading investors including Republic Capital, True Ventures, Galaxy Digital, Collab Currency, Hashkey, M13, and more.

The Data Analytics Team at Flipside Crypto is looking for a Data Analyst to help us build out our suite of analytics products.

We are seeking a skilled Data Analyst with a passion for blockchain technology and a knack for translating complex data into meaningful insights. This role requires experience analyzing blockchain protocols, particularly within the EVM, IBC, So
 Apply now and work remotely at Flipside Crypto","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/843060","[""Web3"",""Crypto"",""Blockchain"",""Analyst"",""Technical"",""Testing"",""Code"",""Financial"",""Analytics""]","[""Web3"",""Crypto"",""Blockchain"",""Analyst"",""Technical"",""Testing"",""Code"",""Financial"",""Analytics""]"
"2024-07-10T19:11:04+00:00","2024-10-08T19:11:04+00:00","843053","Data Analyst Finance & Product","remote-data-analyst-finance-product-flipside-crypto-843053","/remote-jobs/remote-data-analyst-finance-product-flipside-crypto-843053","Flipside Crypto Data Analyst Finance & Product","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":90000,""maxValue"":180000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Data Analyst Finance & Product","Flexible","{""@type"":""Organization"",""name"":""Flipside Crypto"",""url"":""https://remoteok.com/flipside-crypto"",""sameAs"":""https://remoteok.com/flipside-crypto""}","

Company Overview:

Flipside is a commercialization engine that powers blockchain growth. We activate 110,000+ analysts to produce insights, drive narratives, and transact, building emotional connection and a strong and active community that supports token price and chain growth. We make that possible by curating best-in-class data and making that data available entirely for free. Founded in 2017, Flipside works with partners such as Solana, Near, Flow, Avalanche, SEI, Aptos, Blast, Vertex. The company is backed by leading investors including Republic Capital, True Ventures, Galaxy Digital, Collab Currency, Hashkey, M13, and more.



Job Title: Data Analyst, Finance & Product 

Location: Remote
This role will be fully remote and off-shore, international candidates are also encouraged to apply!

Team: Internal Analytics







Job Description:

We are looking for a talented and driven Data Analyst to write and maintain data pipelines, understand our business 
 Apply now and work remotely at Flipside Crypto","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/843053","[""Web3"",""Crypto"",""Blockchain"",""Analyst"",""Design"",""Cryptocurrency"",""Technical"",""Support"",""Financial"",""Finance"",""Management"",""Operational"",""Analytics"",""Engineering""]","[""Web3"",""Crypto"",""Blockchain"",""Analyst"",""Design"",""Cryptocurrency"",""Technical"",""Support"",""Financial"",""Finance"",""Management"",""Operational"",""Analytics"",""Engineering""]"
"2024-07-10T18:55:03+00:00","2024-10-08T18:55:03+00:00","843058","Country Ambassador","remote-country-ambassador-nexo-843058","/remote-jobs/remote-country-ambassador-nexo-843058","Nexo Country Ambassador","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":50000,""maxValue"":85000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Country Ambassador","Flexible","{""@type"":""Organization"",""name"":""Nexo"",""url"":""https://remoteok.com/nexo"",""sameAs"":""https://remoteok.com/nexo""}","
What we do and who we are?
We are the leading regulated digital assets institution with $15+ billion in assets under management. 

Our reputation in the blockchain world is built on signature products —  our Instant Crypto Credit Lines™ and Earn on Crypto suite created with the promise of redesigning finance. 

Three years on, we give over 2M+ people worldwide access to fast, cost-effective, and tax-efficient funding. 

We always stay ahead, solving complex problems for our constantly growing user base, and we have the customer reviews to show for. Humanising the face of finance, we’ve zeroed in on solving real issues for our users and found a great product market fit. The result is a profitable business from Day 1 that has distributed close to $30M in dividends until now.

With a bold team of builders and problem solvers, Nexo unlocks the power of crypto and forges the path to truly blockchain-based, deflationary, and limitless finance and the new order that will come
 Apply now and work remotely at Nexo","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/843058","[""Crypto"",""Finance"",""Fintech"",""Marketing"",""Non Tech""]","[""Crypto"",""Finance"",""Fintech"",""Marketing"",""Non Tech""]"
"2024-07-10T18:12:07+00:00","2024-10-08T18:12:07+00:00","843054","General Application","remote-general-application-hiro-843054","/remote-jobs/remote-general-application-hiro-843054","Hiro General Application","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":70000,""maxValue"":130000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","General Application","Flexible","{""@type"":""Organization"",""name"":""Hiro"",""url"":""https://remoteok.com/hiro"",""sameAs"":""https://remoteok.com/hiro""}","At Hiro, we build developer tools that bring Web3 to Bitcoin. Our suite of tools unlocks the full potential of Bitcoin through smart contracts, digital assets, and decentralized applications. With Hiro tools, developers can test and deploy smart contracts, spin up nodes and other server-side resources for scaling, and more. Building on Bitcoin is hard. Hiro's developer tools make it easier. We’re very proud to say that Hiro won 3 Built In’s Best Places to Work awards, including Best Places to Work NYC, Best Places to Work Small Companies, and Best Paying Companies NYC!

Hiro is funded and backed by more than $75 million from Union Square Ventures, Y Combinator, Lux Capital, Winklevoss Capital, Naval Ravikant, and others.
 Apply now and work remotely at Hiro","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/843054","[""Web3"",""Bitcoin"",""Developer"",""Test""]","[""Web3"",""Bitcoin"",""Developer"",""Test""]"
"2024-07-10T14:00:32+00:00","2024-10-08T14:00:32+00:00","842021","Head of People Operations","remote-head-of-people-operations-calendly-842021","/remote-jobs/remote-head-of-people-operations-calendly-842021","Calendly Head of People Operations","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":35000,""maxValue"":85000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Head of People Operations","Flexible","{""@type"":""Organization"",""name"":""Calendly"",""url"":""https://remoteok.com/calendly"",""sameAs"":""https://remoteok.com/calendly"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/9504afa2f0988b300a685e0fa33654a31720620032.png""}}","About the team &amp; opportunity&nbsp;

What’s so great about working on Calendly’s People team?&nbsp;

We are the foundation that aims to set up our people for success to do the best work of their life at Calendly.&nbsp;

Why do we need you? Well, we are looking for a Head of People Operations who will bring excellent organizational skills and attention to detail, an impressive track record of successful project management, and the ability to communicate effectively with all levels of the organization. You will report to the Head of People and will be responsible for leading the People Operations team by continuing to build and improve people processes, ensure Calendly’s compliance with various HR regulations, and lead a variety of initiatives to improve the employee experience and the People team’s effectiveness.
A day in the life of a Head of People Operations at Calendly

On a typical day, you will be working on:&nbsp;


Lead the People Operations function, in
 Apply now and work remotely at Calendly","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/842021","[""HR"",""Training"",""Technical"",""Recruiter"",""Support"",""Growth"",""Code"",""Management"",""Lead"",""Operations"",""Sales"",""Recruiting"",""Full-Time""]","[""HR"",""Training"",""Technical"",""Recruiter"",""Support"",""Growth"",""Code"",""Management"",""Lead"",""Operations"",""Sales"",""Recruiting"",""Full-Time""]"
"2024-07-10T13:06:36+00:00","2024-10-08T13:06:36+00:00","841967","React NextJS Frontend Developer","remote-react-nextjs-frontend-developer-bonfire-com-841967","/remote-jobs/remote-react-nextjs-frontend-developer-bonfire-com-841967","Bonfire.com React NextJS Frontend Developer {","[{""address"":{""lastArrayI"":""1"",""count"":3,""@type"":""PostalAddress"",""addressCountry"":""Brazil"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}},{""address"":{""lastArrayI"":""3"",""count"":3,""@type"":""PostalAddress"",""addressCountry"":""Canada"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":60000,""maxValue"":90000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":3,""@type"":""Country"",""name"":""Brazil""},{""lastArrayI"":""3"",""count"":3,""@type"":""Country"",""name"":""Canada""}]","React NextJS Frontend Developer","Flexible","{""@type"":""Organization"",""name"":""Bonfire.com"",""url"":""https://remoteok.com/bonfire-com"",""sameAs"":""https://remoteok.com/bonfire-com"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteOK.com/assets/img/jobs/2854d721c019f8e3a228eb9ea03ed16e1720616796.png""}}","<p>We are looking for an <strong>experienced NextJS developer</strong> to help us build a new platform here at Bonfire. You will be working on a very small team while reporting directly to the CTO, and will have an opportunity to build a project from the ground up without any technical debt or legacy code to worry about.</p><p>Your primary focus will be on building a standalone NextJS app with ecommerce capabilities, which will be tightly integrated with our Python Django Backend (REST API).</p><p>Bonfire is a well established business (been here since 2012). We are building a new addition to our software offering, and that’s where you come in. We are looking for a long-term relationship and committed individuals to join our team.</p><p>This position is <span style=""text-decoration:underline;"">available only to candidates from North and South America time zones</span>.</p><h1><strong>ESSENTIAL RESPONSIBILITIES </strong></h1><p>include but are not limited to:</p><ol><li>Build a NextJ
 Apply now and work remotely at Bonfire.com",,"/l/841967","[""Developer"",""Front End"",""JavaScript"",""React"",""Next"",""CSS""]","[""Developer"",""Front End"",""JavaScript"",""React"",""Next"",""CSS""]"
"2024-07-10T10:00:40+00:00","2024-10-08T10:00:40+00:00","841779","Senior Software Engineer Transport","remote-senior-software-engineer-transport-goto-group-841779","/remote-jobs/remote-senior-software-engineer-transport-goto-group-841779","GoTo Group Senior Software Engineer Transport","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":70000,""maxValue"":110000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Senior Software Engineer Transport","Flexible","{""@type"":""Organization"",""name"":""GoTo Group"",""url"":""https://remoteok.com/goto-group"",""sameAs"":""https://remoteok.com/goto-group"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/2e3eeef934716c4204cdc849559253e91720605640.png""}}","
About the Role


As a senior software engineer, you'll work closely with product, operations, and engineering teams throughout the company. We value curiosity to explore deeper into the systems, libraries, tools and look for scalable solutions. Familiarity with Event Driven Architecture would be desired.
You would be tasked with platformization of the Mobility Marketplace as a first-class problem, which requires understanding end-to-end use-cases and challenge the status quo at all times by reviewing current engineering techniques and tools and scout for opportunities and fundamental engineering changes that would bring agility, reliability to enable more business opportunities.







What You Will Do
Takes responsibility for the entire lifecycle of their stories: development, test, production, and subsequent fixes and improvements
Reaches out to stakeholders to clarify the requirements for the story they are working on
Improves the development experience at Goj
 Apply now and work remotely at GoTo Group","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/841779","[""Software"",""Design"",""Architect"",""Test"",""Growth"",""Code"",""Web"",""Financial"",""Senior"",""Reliability"",""Go"",""Golang"",""Engineer"",""Engineering"",""Recruitment"",""Linux"",""Backend""]","[""Software"",""Design"",""Architect"",""Test"",""Growth"",""Code"",""Web"",""Financial"",""Senior"",""Reliability"",""Go"",""Golang"",""Engineer"",""Engineering"",""Recruitment"",""Linux"",""Backend""]"
"2024-07-10T10:00:34+00:00","2024-10-08T10:00:34+00:00","841777","Staff iOS Engineer","remote-staff-ios-engineer-eventbrite-inc-841777","/remote-jobs/remote-staff-ios-engineer-eventbrite-inc-841777","Eventbrite, Inc. Staff iOS Engineer","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":60000,""maxValue"":105000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Staff iOS Engineer","Flexible","{""@type"":""Organization"",""name"":""Eventbrite, Inc."",""url"":""https://remoteok.com/eventbrite-inc"",""sameAs"":""https://remoteok.com/eventbrite-inc"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/2634cc3b7cc329c17822e4a952c8ee181720605634.png""}}","THE CHALLENGE

Eventbrite is a people-first organization. Our goal of building the global platform for live experience relies on the foundation of top talent and strong company culture. Our team is the face of Eventbrite, and we’re charged with finding, attracting, and bringing on the best of the best to drive Eventbrite’s growing business and award-winning culture forward. Hiring the best talent globally is no easy feat. However, we have a talented team who has an inspiring story and mission. Our perfect candidate is someone who can connect that vision and story with top-notch talent.

&nbsp;
THE TEAM

We're a people-focused Engineering organization:&nbsp; the women and men on our team value working together in small teams to solve big problems, supporting an active culture of mentorship and inclusion, and committing themselves to learn new things daily. Pair programming, weekly demos, tech talks, and quarterly hackathons are at the core of how we’ve built our team and pr
 Apply now and work remotely at Eventbrite, Inc.","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/841777","[""iOS"",""Design"",""Amazon"",""Swift"",""Front End"",""Back-End"",""Python"",""Technical"",""Support"",""Software"",""Test"",""UI"",""Code"",""Git"",""MySQL"",""Typescript"",""Mobile"",""Excel"",""Engineer"",""Engineering"",""Backend""]","[""iOS"",""Design"",""Amazon"",""Swift"",""Front End"",""Back-End"",""Python"",""Technical"",""Support"",""Software"",""Test"",""UI"",""Code"",""Git"",""MySQL"",""Typescript"",""Mobile"",""Excel"",""Engineer"",""Engineering"",""Backend""]"
